user_id,item_id,rating,movie_name
49,959,2,Dazed and Confused (1993)
94,1224,3,"Scout, The (1994)"
130,1017,3,Trees Lounge (1996)
10,175,3,Brazil (1985)
203,321,3,Mother (1996)
191,286,4,"English Patient, The (1996)"
43,323,3,Dante's Peak (1997)
21,558,5,Heavenly Creatures (1994)
197,96,5,Terminator 2: Judgment Day (1991)
194,66,3,While You Were Sleeping (1995)
234,206,4,Akira (1988)
308,640,4,"Cook the Thief His Wife & Her Lover, The (1989)"
269,522,5,Down by Law (1986)
94,265,4,"Hunt for Red October, The (1990)"
268,62,3,Stargate (1994)
272,12,5,"Usual Suspects, The (1995)"
121,291,3,Absolute Power (1997)
296,20,5,Angels and Insects (1995)
134,286,3,"English Patient, The (1996)"
180,462,5,Like Water For Chocolate (Como agua para chocolate) (1992)
234,612,3,Lost Horizon (1937)
104,117,2,"Rock, The (1996)"
38,758,1,Lawnmower Man 2: Beyond Cyberspace (1996)
7,163,4,"Return of the Pink Panther, The (1974)"
234,1451,3,Foreign Correspondent (1940)
275,405,2,Mission: Impossible (1996)
52,250,3,"Fifth Element, The (1997)"
102,823,3,Mulholland Falls (1996)
13,186,4,"Blues Brothers, The (1980)"
178,731,4,"Corrina, Corrina (1994)"
236,71,3,"Lion King, The (1994)"
256,781,5,French Kiss (1995)
263,176,5,Aliens (1986)
244,186,3,"Blues Brothers, The (1980)"
279,1181,4,"Low Down Dirty Shame, A (1994)"
43,815,4,One Fine Day (1996)
83,78,2,Free Willy (1993)
151,197,5,"Graduate, The (1967)"
254,436,2,"American Werewolf in London, An (1981)"
109,631,3,"Crying Game, The (1992)"
297,716,3,Home for the Holidays (1995)
249,188,4,Full Metal Jacket (1987)
144,699,4,Little Women (1994)
301,604,4,It Happened One Night (1934)
64,392,3,"Man Without a Face, The (1993)"
92,501,2,Dumbo (1941)
222,97,4,Dances with Wolves (1990)
268,436,3,"American Werewolf in London, An (1981)"
213,173,5,"Princess Bride, The (1987)"
160,460,2,"Crossing Guard, The (1995)"
59,715,5,To Die For (1995)
5,17,4,From Dusk Till Dawn (1996)
125,163,5,"Return of the Pink Panther, The (1974)"
174,315,5,Apt Pupil (1998)
114,505,3,Dial M for Murder (1954)
213,515,4,"Boot, Das (1981)"
23,196,2,Dead Poets Society (1989)
128,15,4,Mr. Holland's Opus (1995)
239,56,4,Pulp Fiction (1994)
291,80,4,Hot Shots! Part Deux (1993)
250,238,4,Raising Arizona (1987)
60,60,5,Three Colors: Blue (1993)
119,407,3,Spy Hard (1996)
287,1,5,Toy Story (1995)
216,228,3,Star Trek: The Wrath of Khan (1982)
216,531,4,Shine (1996)
203,471,4,Courage Under Fire (1996)
92,587,3,"Hour of the Pig, The (1993)"
213,176,4,Aliens (1986)
286,288,5,Scream (1996)
117,1047,2,Multiplicity (1996)
99,111,1,"Truth About Cats & Dogs, The (1996)"
11,558,3,Heavenly Creatures (1994)
65,47,2,Ed Wood (1994)
295,194,4,"Sting, The (1973)"
269,217,2,Bram Stoker's Dracula (1992)
85,259,2,George of the Jungle (1997)
250,596,5,"Hunchback of Notre Dame, The (1996)"
137,144,5,Die Hard (1988)
201,960,2,Naked (1993)
257,137,4,Big Night (1996)
111,328,4,Conspiracy Theory (1997)
91,480,4,North by Northwest (1959)
215,211,4,M*A*S*H (1970)
181,938,1,"Smile Like Yours, A (1997)"
189,1060,5,"Adventures of Pinocchio, The (1996)"
1,20,4,Angels and Insects (1995)
303,404,4,Pinocchio (1940)
187,210,4,Indiana Jones and the Last Crusade (1989)
222,278,2,Bed of Roses (1996)
214,568,4,Speed (1994)
285,191,4,Amadeus (1984)
96,156,4,Reservoir Dogs (1992)
72,1110,3,Tank Girl (1995)
115,1067,4,Bottle Rocket (1996)
7,430,3,Duck Soup (1933)
116,350,3,Fallen (1998)
73,480,4,North by Northwest (1959)
269,246,5,Chasing Amy (1997)
263,419,5,Mary Poppins (1964)
70,431,3,Highlander (1986)
221,475,4,Trainspotting (1996)
72,182,5,GoodFellas (1990)
25,357,4,One Flew Over the Cuckoo's Nest (1975)
290,50,5,Star Wars (1977)
189,526,4,Ben-Hur (1959)
264,294,3,Liar Liar (1997)
200,365,5,Powder (1995)
187,135,4,2001: A Space Odyssey (1968)
184,187,4,"Godfather: Part II, The (1974)"
63,289,2,Evita (1996)
13,229,4,Star Trek III: The Search for Spock (1984)
298,486,3,Sabrina (1954)
235,185,4,Psycho (1960)
62,712,4,Tin Men (1987)
246,94,2,Home Alone (1990)
54,742,5,Ransom (1996)
63,762,3,Beautiful Girls (1996)
11,732,3,Dave (1993)
92,168,4,Monty Python and the Holy Grail (1974)
8,550,3,Die Hard: With a Vengeance (1995)
307,174,4,Raiders of the Lost Ark (1981)
303,200,4,"Shining, The (1980)"
256,849,2,Days of Thunder (1990)
72,54,3,Outbreak (1995)
164,406,2,Thinner (1996)
117,150,4,Swingers (1996)
224,77,4,"Firm, The (1993)"
193,869,3,Fools Rush In (1997)
94,184,2,Army of Darkness (1993)
281,338,2,Bean (1997)
130,109,3,Mystery Science Theater 3000: The Movie (1996)
128,371,1,"Bridges of Madison County, The (1995)"
94,720,1,First Knight (1995)
182,845,3,That Thing You Do! (1996)
129,873,1,Picture Perfect (1997)
254,229,4,Star Trek III: The Search for Spock (1984)
64,381,4,Muriel's Wedding (1994)
151,176,2,Aliens (1986)
45,25,4,"Birdcage, The (1996)"
193,879,3,"Peacemaker, The (1997)"
276,922,4,Dead Man (1995)
276,57,3,Priest (1994)
181,306,1,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
21,370,1,Mary Reilly (1996)
293,249,3,Austin Powers: International Man of Mystery (1997)
264,721,5,Mallrats (1995)
10,611,5,Laura (1944)
197,346,3,Jackie Brown (1997)
276,142,3,Bedknobs and Broomsticks (1971)
308,427,4,To Kill a Mockingbird (1962)
221,943,4,Killing Zoe (1994)
131,126,4,"Spitfire Grill, The (1996)"
268,824,2,"Great White Hype, The (1996)"
109,8,3,Babe (1995)
198,58,3,Quiz Show (1994)
230,680,4,Kull the Conqueror (1997)
181,741,1,"Last Supper, The (1995)"
192,1061,4,"Evening Star, The (1996)"
234,448,3,"Omen, The (1976)"
193,941,4,With Honors (1994)
128,603,5,Rear Window (1954)
126,905,2,Great Expectations (1998)
244,265,4,"Hunt for Red October, The (1990)"
90,289,3,Evita (1996)
157,25,3,"Birdcage, The (1996)"
305,71,3,"Lion King, The (1994)"
119,382,5,"Adventures of Priscilla, Queen of the Desert, The (1994)"
21,222,2,Star Trek: First Contact (1996)
231,181,4,Return of the Jedi (1983)
280,508,3,"People vs. Larry Flynt, The (1996)"
288,132,3,"Wizard of Oz, The (1939)"
279,1497,2,"Line King: Al Hirschfeld, The (1996)"
72,699,3,Little Women (1994)
90,259,2,George of the Jungle (1997)
308,55,3,"Professional, The (1994)"
59,742,3,Ransom (1996)
94,744,4,Michael Collins (1996)
130,642,4,"Grifters, The (1990)"
26,1015,3,Shiloh (1997)
56,121,5,Independence Day (ID4) (1996)
82,508,2,"People vs. Larry Flynt, The (1996)"
62,12,4,"Usual Suspects, The (1995)"
276,40,3,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
181,1015,1,Shiloh (1997)
152,301,3,In & Out (1997)
178,845,4,That Thing You Do! (1996)
217,597,4,Eraser (1996)
79,303,4,Ulee's Gold (1997)
138,484,4,"Maltese Falcon, The (1941)"
308,81,5,"Hudsucker Proxy, The (1994)"
75,284,2,Tin Cup (1996)
269,198,4,Nikita (La Femme Nikita) (1990)
307,94,3,Home Alone (1990)
222,781,3,French Kiss (1995)
121,740,3,Jane Eyre (1996)
269,22,1,Braveheart (1995)
13,864,4,My Fellow Americans (1996)
230,742,5,Ransom (1996)
269,507,4,"Streetcar Named Desire, A (1951)"
239,1099,5,"Red Firecracker, Green Firecracker (1994)"
245,1028,5,Grumpier Old Men (1995)
56,546,3,Broken Arrow (1996)
295,961,5,Orlando (1993)
271,1028,2,Grumpier Old Men (1995)
222,812,2,Andre (1994)
69,240,3,Beavis and Butt-head Do America (1996)
10,7,4,Twelve Monkeys (1995)
22,376,3,Houseguest (1994)
294,931,3,"Island of Dr. Moreau, The (1996)"
82,717,1,"Juror, The (1996)"
269,234,1,Jaws (1975)
6,98,5,"Silence of the Lambs, The (1991)"
243,1039,4,Hamlet (1996)
298,181,4,Return of the Jedi (1983)
282,325,1,Crash (1996)
78,323,1,Dante's Peak (1997)
118,200,5,"Shining, The (1980)"
283,1114,5,Faithful (1996)
171,292,4,Rosewood (1997)
70,217,4,Bram Stoker's Dracula (1992)
10,100,5,Fargo (1996)
245,181,4,Return of the Jedi (1983)
107,333,3,"Game, The (1997)"
246,561,1,Mary Shelley's Frankenstein (1994)
13,901,1,Mr. Magoo (1997)
276,70,4,Four Weddings and a Funeral (1994)
189,56,5,Pulp Fiction (1994)
226,242,5,Kolya (1996)
62,1016,4,Con Air (1997)
276,417,4,"Parent Trap, The (1961)"
214,478,4,"Philadelphia Story, The (1940)"
306,235,4,Mars Attacks! (1996)
222,26,3,"Brothers McMullen, The (1995)"
280,631,5,"Crying Game, The (1992)"
60,430,5,Duck Soup (1933)
56,71,4,"Lion King, The (1994)"
42,274,5,Sabrina (1995)
1,202,5,Groundhog Day (1993)
13,809,4,Rising Sun (1993)
173,289,4,Evita (1996)
15,749,1,"MatchMaker, The (1997)"
185,23,4,Taxi Driver (1976)
280,540,3,Money Train (1995)
244,381,4,Muriel's Wedding (1994)
150,293,4,Donnie Brasco (1997)
7,497,4,Bringing Up Baby (1938)
178,317,4,In the Name of the Father (1993)
178,742,3,Ransom (1996)
95,1217,3,Assassins (1995)
234,1462,3,"Thieves (Voleurs, Les) (1996)"
97,222,5,Star Trek: First Contact (1996)
109,127,2,"Godfather, The (1972)"
117,268,5,Chasing Amy (1997)
269,705,2,Singin' in the Rain (1952)
264,655,4,Stand by Me (1986)
207,13,3,Mighty Aphrodite (1995)
42,588,5,Beauty and the Beast (1991)
246,409,2,Jack (1996)
87,367,4,Clueless (1995)
101,304,3,Fly Away Home (1996)
256,127,4,"Godfather, The (1972)"
92,794,3,It Could Happen to You (1994)
181,762,2,Beautiful Girls (1996)
213,235,1,Mars Attacks! (1996)
292,661,5,High Noon (1952)
246,665,4,Alien 3 (1992)
274,845,5,That Thing You Do! (1996)
188,692,5,"American President, The (1995)"
18,86,4,"Remains of the Day, The (1993)"
5,439,1,Amityville: A New Generation (1993)
236,632,3,Sophie's Choice (1982)
193,407,4,Spy Hard (1996)
144,709,4,Strictly Ballroom (1992)
90,1198,5,Purple Noon (1960)
48,609,4,Father of the Bride (1950)
5,225,2,101 Dalmatians (1996)
22,128,5,Supercop (1992)
311,432,4,Fantasia (1940)
8,22,5,Braveheart (1995)
276,188,4,Full Metal Jacket (1987)
222,173,5,"Princess Bride, The (1987)"
72,866,4,Michael (1996)
299,134,4,Citizen Kane (1941)
308,295,3,Breakdown (1997)
165,216,4,When Harry Met Sally... (1989)
222,49,3,I.Q. (1994)
181,121,4,Independence Day (ID4) (1996)
200,11,5,Seven (Se7en) (1995)
234,626,4,So Dear to My Heart (1949)
90,25,5,"Birdcage, The (1996)"
208,216,5,When Harry Met Sally... (1989)
263,96,4,Terminator 2: Judgment Day (1991)
134,323,4,Dante's Peak (1997)
279,586,4,Terminal Velocity (1994)
2,292,4,Rosewood (1997)
288,593,2,Stalingrad (1993)
49,302,4,L.A. Confidential (1997)
286,153,5,"Fish Called Wanda, A (1988)"
205,304,3,Fly Away Home (1996)
22,80,4,Hot Shots! Part Deux (1993)
223,328,3,Conspiracy Theory (1997)
15,25,3,"Birdcage, The (1996)"
268,147,4,"Long Kiss Goodnight, The (1996)"
94,1220,3,Higher Learning (1995)
274,405,4,Mission: Impossible (1996)
268,217,2,Bram Stoker's Dracula (1992)
16,55,5,"Professional, The (1994)"
164,620,3,"Chamber, The (1996)"
290,161,4,Top Gun (1986)
92,515,4,"Boot, Das (1981)"
239,1070,5,Living in Oblivion (1995)
56,449,5,Star Trek: The Motion Picture (1979)
248,234,4,Jaws (1975)
234,10,3,Richard III (1995)
280,1049,2,House Arrest (1996)
308,187,5,"Godfather: Part II, The (1974)"
276,64,5,"Shawshank Redemption, The (1994)"
192,948,3,Booty Call (1997)
122,509,4,My Left Foot (1989)
85,588,3,Beauty and the Beast (1991)
262,931,2,"Island of Dr. Moreau, The (1996)"
295,739,4,Pretty Woman (1990)
263,568,4,Speed (1994)
295,39,4,Strange Days (1995)
201,1100,4,What Happened Was... (1994)
93,820,3,Space Jam (1996)
159,1028,5,Grumpier Old Men (1995)
158,665,2,Alien 3 (1992)
293,423,3,E.T. the Extra-Terrestrial (1982)
82,597,3,Eraser (1996)
13,823,5,Mulholland Falls (1996)
217,2,3,GoldenEye (1995)
83,660,4,Fried Green Tomatoes (1991)
189,20,5,Angels and Insects (1995)
222,796,4,Speechless (1994)
146,1022,5,"Fast, Cheap & Out of Control (1997)"
267,121,3,Independence Day (ID4) (1996)
126,294,3,Liar Liar (1997)
181,1060,1,"Adventures of Pinocchio, The (1996)"
125,80,4,Hot Shots! Part Deux (1993)
43,120,4,Striptease (1996)
13,780,1,Dumb & Dumber (1994)
253,259,2,George of the Jungle (1997)
42,44,3,Dolores Claiborne (1994)
77,518,4,Miller's Crossing (1990)
291,686,5,"Perfect World, A (1993)"
268,21,3,Muppet Treasure Island (1996)
262,28,3,Apollo 13 (1995)
234,81,3,"Hudsucker Proxy, The (1994)"
29,245,3,"Devil's Own, The (1997)"
236,57,5,Priest (1994)
158,729,3,Nell (1994)
156,661,4,High Noon (1952)
232,52,5,"Madness of King George, The (1994)"
168,866,5,Michael (1996)
37,288,4,Scream (1996)
